,image_id,question,answer
216362,323491,What color is the circle the men are standing on?,gray
364973,292258,What color is the cat?,gray
227760,195791,That color is this shirt?,gray
84536,154955,What color are the bed sheets?,gray
24423,241465,What color is the sofa?,gray
133289,332958,What color is the man's shirt?,gray
430357,127007,What color is the filing cabinet?,gray
271742,78137,What color is the wall?,gray
181999,95944,What color is the shorter man's hair?,gray
339570,492030,What color is the water?,gray
368641,107758,What color is the roof?,gray
336633,522054,What color is the snowboard?,gray
245266,69934,What color is the court?,gray
83738,547960,What color is the sky?,gray
309506,233379,What color is this furry animal?,gray
319224,354655,What color is the policeman's motorcycle?,gray
159837,138595,What color is the carpet?,gray
289493,186484,Which cat is closer to the camera?,gray
227690,194193,What type of elephant is in the photo?,gray
167527,178410,What color is dominant?,gray
146455,430615,What color is the sky?,gray
313261,221833,What color is the wheelchair ramp on the sidewalk corner?,gray
423267,255904,What color are the lines on the road?,gray
94515,288814,What is the color of the clouds?,gray
205514,359205,What color is his shirt?,gray
39340,404351,What is the color of the train?,gray
162729,308125,What color is the man's shirt?,gray
381758,504999,What color are the skies?,gray
250242,464740,What color is the top of the clock?,gray
350976,495567,What color is the neck?,gray
218097,61838,What color is the shirt the little boy is wearing?,gray
225346,492251,What color is the stair rail?,gray
20918,5991,What color is the plane?,gray
375505,109836,What color is the carpet?,gray
142373,181481,What color of pants has the man running worn?,gray
269347,34739,What color is the stone walls?,gray
388730,376241,What color is her top?,gray
7055,227840,What color is the ground?,gray
400975,379965,What color is the catcher's shirt?,gray
308321,482441,What color is the person's hat?,gray
382378,111996,What color is the controller?,gray
345604,231786,What color is the microwave?,gray
54596,146470,What kind of owl is this?,gray
44050,559073,What color is the cat's chest?,gray
189311,336577,What color are the sheep?,gray
189967,53591,What color is the elephant's trunk?,gray
403817,249835,What is the main color tone of this photo?,gray
288586,214395,What color is the child's sweater?,gray
425974,130175,What color is the tie?,gray
14282,266228,What color stands out in the picture?,gray
127260,399213,What is the color of the bird?,gray
425707,64626,What color is the sky?,gray
159837,138595,What color is the carpet?,gray
302767,218668,What color is the figure?,gray
78527,153224,What color is the catcher's shirt?,gray
150141,173504,What color is the sky in this picture?,gray
230553,458705,What color is the horse's mane?,gray
37158,272671,What color is the skateboard?,gray
367596,107450,What color is the sky?,gray
78093,22041,What is the color of the cup?,gray
92064,288115,What color is the gravel between the tracks?,gray
280089,342707,What color is the floor?,gray
433108,127856,What color are the gloves?,gray
15840,4546,What color is the sky?,gray
52157,538990,What color is the thing in the man's hand?,gray
94186,550870,What color is the table?,gray
403716,249791,What color is the sky?,gray
156392,175277,What color is the barrier in the back?,gray
161016,376864,What color is the batters uniform?,gray
310239,483000,What color is the train?,gray
354814,103528,What color is the sky?,gray
187127,8794,What is the overall tone of the photograph's colors?,gray
340347,230104,What color is the horse's coat?,gray
307966,482328,What color are the rooftops?,gray
30382,8639,What color is the horse?,gray
193685,185681,What color is the snowboard?,gray
243990,331664,What color is the comforter?,gray
250242,464740,What color is the top of the clock?,gray
78093,22041,What is the color of the cup?,gray
231295,265553,What color are the players pants?,gray
210823,452872,What colors is the cat?,gray
196280,579713,What color is the woman's shirt?,gray
331132,96202,What color is the toilet?,gray
334213,490328,What is the color of the sky?,gray
354841,134383,What color are the clouds?,gray
260974,12461,What color is the bath mat?,gray
260048,205563,What color are the couches?,gray
120334,34039,What color is this person's sweater?,gray
234100,459787,What color is the floor?,gray
22417,530686,What color is the elephant?,gray
382074,193410,What color is this elephant?,gray
235395,421223,What color is the animal?,gray
269092,168111,What color is the bin in the background?,gray
208944,250156,What color is the truck?,gray
78546,546445,What color is the cat?,gray
278550,473337,What color is the cat laying down?,gray
135739,562688,What color is the bird's back?,gray
257706,466967,What color is this mouse?,gray
264036,468876,What color is the floor?,gray
276103,211347,What color is the cat?,gray
160661,176470,What color is the sky?,gray
47454,144488,What color are the poles?,gray
414330,515298,What color is the floor?,gray
141124,246958,What color are the elephants?,gray
165288,46660,What color is this elephant?,gray
125657,559830,What color is the elephant?,gray
229102,458328,What color is the dog?,gray
244970,200896,What color are his pants?,gray
211634,59895,What color are the majority of the rocks?,gray
102880,271357,What color is the cat?,gray
203164,319494,What color is the water?,gray
283831,212864,What is the color of the wall?,gray
279556,473631,What color is the woman's shirt?,gray
343660,231148,What color are his shorts?,gray
266099,76308,What color is the sky?,gray
373473,1926,What color is the cat?,gray
264849,206998,What color is the scissors on the top shelf?,gray
35343,373045,What color is the train?,gray
312576,90523,What colors is the comforter?,gray
210727,321776,What is the color of the water?,gray
174563,551571,What color is the curb on the left painted?,gray
135739,562688,What color is the bird's back?,gray
270996,208984,What color is the elephant?,gray
343057,66520,What color is the fence?,gray
5164,263650,What color is the elephant?,gray
264230,75726,What color is the man's shirt?,gray
319478,354725,What color is the bird?,gray
65584,542881,What is the color of the person's Jersey?,gray
372278,502104,What color are the shoes?,gray
337766,402326,What color is the sky?,gray
307938,220183,What color is the background?,gray
412425,121453,What color shirts are the boys wearing?,gray
302767,218668,What color is the figure?,gray
104745,553918,What color is the smoke coming from the top of the train?,gray
373744,240399,What color is the photo?,gray
107738,554731,What color is the cat?,gray
300256,167395,What color is the garbage can?,gray
44050,559073,What color is the cat's chest?,gray
295068,85291,What are colors on the plane?,gray
257636,204792,What color is ground?,gray
405124,325685,What color is the pitcher on the table?,gray
244027,331664,What color is the chair?,gray
283762,343912,What color is the person's cap?,gray
317458,354095,What color is his tie?,gray
402657,107109,What color is the sky?,gray
92064,288115,What color is the gravel between the tracks?,gray
190484,578037,What color is the track?,gray
268717,77154,What color is the car in front?,gray
34035,9673,What color is the sky?,gray
19362,398767,What color is the cat?,gray
155149,174932,What variety of elephant is pictured?,gray
418156,123268,What color is the tile on the floor?,gray
346954,232250,What color are the chairs?,gray
7789,395505,What color is the teddy bear?,gray
255765,258865,What color is the girl's shirt?,gray
326288,94676,What color are the words on the plane?,gray
36682,534722,What color is the cat?,gray
140109,225060,What color is the man's shirt?,gray
166521,571328,What color is the cat in the sink?,gray
277872,342078,What color is the cat?,gray
370703,135618,What color is the water?,gray
240259,461600,What color is the cat?,gray
374017,21678,What color is the broken jet?,gray
99316,159118,What color is the paw on this cat?,gray
94438,26647,What color is the sky?,gray
182484,575816,What color is the cat?,gray
197594,317934,What color is the raft?,gray
306762,88757,What color is this animal?,gray
437133,129085,What color is the floor?,gray
227772,195791,What is the color of the tie?,gray
75590,545676,What color is the truck?,gray
66553,18873,What color is the circle?,gray
38849,535278,What color is her cabinet?,gray
105198,551470,What color is the sky?,gray
270129,470839,What color is the pole on the left?,gray
340575,497113,What color is the man's shirt?,gray
308321,482441,What color is the person's hat?,gray
315926,342932,What color is the top of the house on the right?,gray
181189,575459,What color is this animal?,gray
